Middle layer Super Output Areas Code,Middle layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E02000260,Ealing 023,1,"Asian, Asian British or Asian Welsh: Bangladeshi",524
E02000260,Ealing 023,2,"Asian, Asian British or Asian Welsh: Chinese",14
E02000260,Ealing 023,3,"Asian, Asian British or Asian Welsh: Indian",4762
E02000260,Ealing 023,4,"Asian, Asian British or Asian Welsh: Pakistani",960
E02000260,Ealing 023,5,"Asian, Asian British or Asian Welsh: Other Asian",1167
E02000260,Ealing 023,6,"Black, Black British, Black Welsh, Caribbean or African: African",405
E02000260,Ealing 023,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",173
E02000260,Ealing 023,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",66
E02000260,Ealing 023,9,Mixed or Multiple ethnic groups: White and Asian,61
E02000260,Ealing 023,10,Mixed or Multiple ethnic groups: White and Black African,11
E02000260,Ealing 023,11,Mixed or Multiple ethnic groups: White and Black Caribbean,37
E02000260,Ealing 023,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,40
E02000260,Ealing 023,13,"White: English, Welsh, Scottish, Northern Irish or British",403
E02000260,Ealing 023,14,White: Irish,15
E02000260,Ealing 023,15,White: Gypsy or Irish Traveller,7
E02000260,Ealing 023,16,White: Roma,6
E02000260,Ealing 023,17,White: Other White,276
E02000260,Ealing 023,18,Other ethnic group: Arab,83
E02000260,Ealing 023,19,Other ethnic group: Any other ethnic group,823
E02000261,Ealing 024,-8,Does not apply,0
E02000261,Ealing 024,1,"Asian, Asian British or Asian Welsh: Bangladeshi",57
E02000261,Ealing 024,2,"Asian, Asian British or Asian Welsh: Chinese",159
E02000261,Ealing 024,3,"Asian, Asian British or Asian Welsh: Indian",417
E02000261,Ealing 024,4,"Asian, Asian British or Asian Welsh: Pakistani",349
E02000261,Ealing 024,5,"Asian, Asian British or Asian Welsh: Other Asian",756
E02000261,Ealing 024,6,"Black, Black British, Black Welsh, Caribbean or African: African",1090
E02000261,Ealing 024,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",454
E02000261,Ealing 024,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",176
E02000261,Ealing 024,9,Mixed or Multiple ethnic groups: White and Asian,194
E02000261,Ealing 024,10,Mixed or Multiple ethnic groups: White and Black African,125
E02000261,Ealing 024,11,Mixed or Multiple ethnic groups: White and Black Caribbean,180
E02000261,Ealing 024,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,393
E02000261,Ealing 024,13,"White: English, Welsh, Scottish, Northern Irish or British",3014
E02000261,Ealing 024,14,White: Irish,222
E02000261,Ealing 024,15,White: Gypsy or Irish Traveller,11
E02000261,Ealing 024,16,White: Roma,177
E02000261,Ealing 024,17,White: Other White,2722
E02000261,Ealing 024,18,Other ethnic group: Arab,1498
E02000261,Ealing 024,19,Other ethnic group: Any other ethnic group,656
E02000262,Ealing 025,-8,Does not apply,0
E02000262,Ealing 025,1,"Asian, Asian British or Asian Welsh: Bangladeshi",65
E02000262,Ealing 025,2,"Asian, Asian British or Asian Welsh: Chinese",102
E02000262,Ealing 025,3,"Asian, Asian British or Asian Welsh: Indian",272
E02000262,Ealing 025,4,"Asian, Asian British or Asian Welsh: Pakistani",223
E02000262,Ealing 025,5,"Asian, Asian British or Asian Welsh: Other Asian",434
E02000262,Ealing 025,6,"Black, Black British, Black Welsh, Caribbean or African: African",678
E02000262,Ealing 025,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",306
E02000262,Ealing 025,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",83
E02000262,Ealing 025,9,Mixed or Multiple ethnic groups: White and Asian,186
E02000262,Ealing 025,10,Mixed or Multiple ethnic groups: White and Black African,113
E02000262,Ealing 025,11,Mixed or Multiple ethnic groups: White and Black Caribbean,105
E02000262,Ealing 025,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,302
E02000262,Ealing 025,13,"White: English, Welsh, Scottish, Northern Irish or British",3198
E02000262,Ealing 025,14,White: Irish,270
E02000262,Ealing 025,15,White: Gypsy or Irish Traveller,4
E02000262,Ealing 025,16,White: Roma,80
E02000262,Ealing 025,17,White: Other White,1937
E02000262,Ealing 025,18,Other ethnic group: Arab,559
E02000262,Ealing 025,19,Other ethnic group: Any other ethnic group,431
E02000263,Ealing 026,-8,Does not apply,0
E02000263,Ealing 026,1,"Asian, Asian British or Asian Welsh: Bangladeshi",684
E02000263,Ealing 026,2,"Asian, Asian British or Asian Welsh: Chinese",20
E02000263,Ealing 026,3,"Asian, Asian British or Asian Welsh: Indian",6576
E02000263,Ealing 026,4,"Asian, Asian British or Asian Welsh: Pakistani",1784
E02000263,Ealing 026,5,"Asian, Asian British or Asian Welsh: Other Asian",1728
E02000263,Ealing 026,6,"Black, Black British, Black Welsh, Caribbean or African: African",705
E02000263,Ealing 026,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",199
E02000263,Ealing 026,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",77
E02000263,Ealing 026,9,Mixed or Multiple ethnic groups: White and Asian,55
E02000263,Ealing 026,10,Mixed or Multiple ethnic groups: White and Black African,28
E02000263,Ealing 026,11,Mixed or Multiple ethnic groups: White and Black Caribbean,45
E02000263,Ealing 026,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,84
E02000263,Ealing 026,13,"White: English, Welsh, Scottish, Northern Irish or British",290
E02000263,Ealing 026,14,White: Irish,28
E02000263,Ealing 026,15,White: Gypsy or Irish Traveller,7
E02000263,Ealing 026,16,White: Roma,11
E02000263,Ealing 026,17,White: Other White,210
E02000263,Ealing 026,18,Other ethnic group: Arab,75
E02000263,Ealing 026,19,Other ethnic group: Any other ethnic group,1098
E02000264,Ealing 027,-8,Does not apply,0
E02000264,Ealing 027,1,"Asian, Asian British or Asian Welsh: Bangladeshi",44
E02000264,Ealing 027,2,"Asian, Asian British or Asian Welsh: Chinese",180
E02000264,Ealing 027,3,"Asian, Asian British or Asian Welsh: Indian",448
E02000264,Ealing 027,4,"Asian, Asian British or Asian Welsh: Pakistani",234
E02000264,Ealing 027,5,"Asian, Asian British or Asian Welsh: Other Asian",621
E02000264,Ealing 027,6,"Black, Black British, Black Welsh, Caribbean or African: African",337
E02000264,Ealing 027,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",173
E02000264,Ealing 027,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",57
E02000264,Ealing 027,9,Mixed or Multiple ethnic groups: White and Asian,164
E02000264,Ealing 027,10,Mixed or Multiple ethnic groups: White and Black African,92
E02000264,Ealing 027,11,Mixed or Multiple ethnic groups: White and Black Caribbean,63
E02000264,Ealing 027,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,199
E02000264,Ealing 027,13,"White: English, Welsh, Scottish, Northern Irish or British",2886
E02000264,Ealing 027,14,White: Irish,257
E02000264,Ealing 027,15,White: Gypsy or Irish Traveller,2
E02000264,Ealing 027,16,White: Roma,71
E02000264,Ealing 027,17,White: Other White,1977
E02000264,Ealing 027,18,Other ethnic group: Arab,341
E02000264,Ealing 027,19,Other ethnic group: Any other ethnic group,345
E02000265,Ealing 028,-8,Does not apply,0
E02000265,Ealing 028,1,"Asian, Asian British or Asian Welsh: Bangladeshi",65
E02000265,Ealing 028,2,"Asian, Asian British or Asian Welsh: Chinese",124
E02000265,Ealing 028,3,"Asian, Asian British or Asian Welsh: Indian",637
E02000265,Ealing 028,4,"Asian, Asian British or Asian Welsh: Pakistani",352
E02000265,Ealing 028,5,"Asian, Asian British or Asian Welsh: Other Asian",552
E02000265,Ealing 028,6,"Black, Black British, Black Welsh, Caribbean or African: African",746
E02000265,Ealing 028,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",403
E02000265,Ealing 028,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",122
E02000265,Ealing 028,9,Mixed or Multiple ethnic groups: White and Asian,230
E02000265,Ealing 028,10,Mixed or Multiple ethnic groups: White and Black African,106
E02000265,Ealing 028,11,Mixed or Multiple ethnic groups: White and Black Caribbean,214
E02000265,Ealing 028,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,262
E02000265,Ealing 028,13,"White: English, Welsh, Scottish, Northern Irish or British",3803
E02000265,Ealing 028,14,White: Irish,423
E02000265,Ealing 028,15,White: Gypsy or Irish Traveller,1
E02000265,Ealing 028,16,White: Roma,52
E02000265,Ealing 028,17,White: Other White,2152
E02000265,Ealing 028,18,Other ethnic group: Arab,414
E02000265,Ealing 028,19,Other ethnic group: Any other ethnic group,573
E02000266,Ealing 029,-8,Does not apply,0
E02000266,Ealing 029,1,"Asian, Asian British or Asian Welsh: Bangladeshi",188
E02000266,Ealing 029,2,"Asian, Asian British or Asian Welsh: Chinese",52
E02000266,Ealing 029,3,"Asian, Asian British or Asian Welsh: Indian",2986
E02000266,Ealing 029,4,"Asian, Asian British or Asian Welsh: Pakistani",1013
E02000266,Ealing 029,5,"Asian, Asian British or Asian Welsh: Other Asian",1319
E02000266,Ealing 029,6,"Black, Black British, Black Welsh, Caribbean or African: African",1982
E02000266,Ealing 029,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",570
E02000266,Ealing 029,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",312
E02000266,Ealing 029,9,Mixed or Multiple ethnic groups: White and Asian,129
E02000266,Ealing 029,10,Mixed or Multiple ethnic groups: White and Black African,86
E02000266,Ealing 029,11,Mixed or Multiple ethnic groups: White and Black Caribbean,190
E02000266,Ealing 029,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,219
E02000266,Ealing 029,13,"White: English, Welsh, Scottish, Northern Irish or British",1512
E02000266,Ealing 029,14,White: Irish,142
E02000266,Ealing 029,15,White: Gypsy or Irish Traveller,15
E02000266,Ealing 029,16,White: Roma,15
E02000266,Ealing 029,17,White: Other White,942
E02000266,Ealing 029,18,Other ethnic group: Arab,407
E02000266,Ealing 029,19,Other ethnic group: Any other ethnic group,1038
E02000267,Ealing 030,-8,Does not apply,0
E02000267,Ealing 030,1,"Asian, Asian British or Asian Welsh: Bangladeshi",20
E02000267,Ealing 030,2,"Asian, Asian British or Asian Welsh: Chinese",92
E02000267,Ealing 030,3,"Asian, Asian British or Asian Welsh: Indian",393
E02000267,Ealing 030,4,"Asian, Asian British or Asian Welsh: Pakistani",168
E02000267,Ealing 030,5,"Asian, Asian British or Asian Welsh: Other Asian",381
E02000267,Ealing 030,6,"Black, Black British, Black Welsh, Caribbean or African: African",467
E02000267,Ealing 030,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",287
E02000267,Ealing 030,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",69
E02000267,Ealing 030,9,Mixed or Multiple ethnic groups: White and Asian,137
E02000267,Ealing 030,10,Mixed or Multiple ethnic groups: White and Black African,77
E02000267,Ealing 030,11,Mixed or Multiple ethnic groups: White and Black Caribbean,145
E02000267,Ealing 030,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,145
E02000267,Ealing 030,13,"White: English, Welsh, Scottish, Northern Irish or British",3264
E02000267,Ealing 030,14,White: Irish,445
E02000267,Ealing 030,15,White: Gypsy or Irish Traveller,2
E02000267,Ealing 030,16,White: Roma,42
E02000267,Ealing 030,17,White: Other White,1571
E02000267,Ealing 030,18,Other ethnic group: Arab,149
E02000267,Ealing 030,19,Other ethnic group: Any other ethnic group,296
E02000268,Ealing 031,-8,Does not apply,0
E02000268,Ealing 031,1,"Asian, Asian British or Asian Welsh: Bangladeshi",19
E02000268,Ealing 031,2,"Asian, Asian British or Asian Welsh: Chinese",139
E02000268,Ealing 031,3,"Asian, Asian British or Asian Welsh: Indian",482
E02000268,Ealing 031,4,"Asian, Asian British or Asian Welsh: Pakistani",145
E02000268,Ealing 031,5,"Asian, Asian British or Asian Welsh: Other Asian",424
E02000268,Ealing 031,6,"Black, Black British, Black Welsh, Caribbean or African: African",336
E02000268,Ealing 031,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",228
E02000268,Ealing 031,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",49
E02000268,Ealing 031,9,Mixed or Multiple ethnic groups: White and Asian,199
E02000268,Ealing 031,10,Mixed or Multiple ethnic groups: White and Black African,55
E02000268,Ealing 031,11,Mixed or Multiple ethnic groups: White and Black Caribbean,141
E02000268,Ealing 031,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,195
E02000268,Ealing 031,13,"White: English, Welsh, Scottish, Northern Irish or British",4132
E02000268,Ealing 031,14,White: Irish,293
E02000268,Ealing 031,15,White: Gypsy or Irish Traveller,1
E02000268,Ealing 031,16,White: Roma,36
E02000268,Ealing 031,17,White: Other White,1735
E02000268,Ealing 031,18,Other ethnic group: Arab,288
E02000268,Ealing 031,19,Other ethnic group: Any other ethnic group,351
E02000269,Ealing 032,-8,Does not apply,0
E02000269,Ealing 032,1,"Asian, Asian British or Asian Welsh: Bangladeshi",25
E02000269,Ealing 032,2,"Asian, Asian British or Asian Welsh: Chinese",149
E02000269,Ealing 032,3,"Asian, Asian British or Asian Welsh: Indian",432
E02000269,Ealing 032,4,"Asian, Asian British or Asian Welsh: Pakistani",90
E02000269,Ealing 032,5,"Asian, Asian British or Asian Welsh: Other Asian",272
E02000269,Ealing 032,6,"Black, Black British, Black Welsh, Caribbean or African: African",177
E02000269,Ealing 032,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",136
E02000269,Ealing 032,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",40
E02000269,Ealing 032,9,Mixed or Multiple ethnic groups: White and Asian,213
E02000269,Ealing 032,10,Mixed or Multiple ethnic groups: White and Black African,49
E02000269,Ealing 032,11,Mixed or Multiple ethnic groups: White and Black Caribbean,61
E02000269,Ealing 032,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,159
E02000269,Ealing 032,13,"White: English, Welsh, Scottish, Northern Irish or British",3911
E02000269,Ealing 032,14,White: Irish,368
E02000269,Ealing 032,15,White: Gypsy or Irish Traveller,1
E02000269,Ealing 032,16,White: Roma,44
E02000269,Ealing 032,17,White: Other White,1626
E02000269,Ealing 032,18,Other ethnic group: Arab,138
E02000269,Ealing 032,19,Other ethnic group: Any other ethnic group,281
E02000270,Ealing 033,-8,Does not apply,0
E02000270,Ealing 033,1,"Asian, Asian British or Asian Welsh: Bangladeshi",37
E02000270,Ealing 033,2,"Asian, Asian British or Asian Welsh: Chinese",228
E02000270,Ealing 033,3,"Asian, Asian British or Asian Welsh: Indian",323
E02000270,Ealing 033,4,"Asian, Asian British or Asian Welsh: Pakistani",147
E02000270,Ealing 033,5,"Asian, Asian British or Asian Welsh: Other Asian",547
E02000270,Ealing 033,6,"Black, Black British, Black Welsh, Caribbean or African: African",1277
E02000270,Ealing 033,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",373
E02000270,Ealing 033,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",209
E02000270,Ealing 033,9,Mixed or Multiple ethnic groups: White and Asian,121
E02000270,Ealing 033,10,Mixed or Multiple ethnic groups: White and Black African,92
E02000270,Ealing 033,11,Mixed or Multiple ethnic groups: White and Black Caribbean,136
E02000270,Ealing 033,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,203
E02000270,Ealing 033,13,"White: English, Welsh, Scottish, Northern Irish or British",2747
E02000270,Ealing 033,14,White: Irish,210
E02000270,Ealing 033,15,White: Gypsy or Irish Traveller,3
E02000270,Ealing 033,16,White: Roma,63
E02000270,Ealing 033,17,White: Other White,1893
E02000270,Ealing 033,18,Other ethnic group: Arab,492
E02000270,Ealing 033,19,Other ethnic group: Any other ethnic group,507
E02000271,Ealing 034,-8,Does not apply,0
E02000271,Ealing 034,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E02000271,Ealing 034,2,"Asian, Asian British or Asian Welsh: Chinese",107
E02000271,Ealing 034,3,"Asian, Asian British or Asian Welsh: Indian",190
E02000271,Ealing 034,4,"Asian, Asian British or Asian Welsh: Pakistani",59
E02000271,Ealing 034,5,"Asian, Asian British or Asian Welsh: Other Asian",190
E02000271,Ealing 034,6,"Black, Black British, Black Welsh, Caribbean or African: African",151
E02000271,Ealing 034,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",153
E02000271,Ealing 034,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",20
E02000271,Ealing 034,9,Mixed or Multiple ethnic groups: White and Asian,177
E02000271,Ealing 034,10,Mixed or Multiple ethnic groups: White and Black African,54
E02000271,Ealing 034,11,Mixed or Multiple ethnic groups: White and Black Caribbean,60
E02000271,Ealing 034,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,148
